,Id,SalePrice
0,1461,110205.12197946527
1,1462,167242.51323765217
2,1463,151152.13356900858
3,1464,182604.6253619692
4,1465,230203.35904948003
5,1466,185453.59888320617
6,1467,159310.07715891386
7,1468,174839.77596095073
8,1469,200761.90738915725
9,1470,76574.00337614692
10,1471,200538.45848553083
11,1472,148137.63197759236
12,1473,121154.11825716036
13,1474,174337.01592779128
14,1475,172551.48330632047
15,1476,321931.19259567023
16,1477,244950.9866888244
17,1478,286402.81691906776
18,1479,260480.68549086127
19,1480,342153.3183738621
20,1481,284389.71817888925
21,1482,235230.95938107473
22,1483,166963.20210811912
23,1484,189812.9111114622
24,1485,202605.3608440753
25,1486,222659.89994454736
26,1487,296958.719007876
27,1488,247799.96021006137
28,1489,193890.8536026445
29,1490,175007.36263867057
30,1491,218526.09522745843
31,1492,116685.14018463175
32,1493,176459.78051224237
33,1494,289920.07854364347
34,1495,282993.1625312241
35,1496,208973.65459742854
36,1497,219699.20197149718
37,1498,192885.33353632558
38,1499,192885.33353632558
39,1500,162047.32622833762
40,1501,177465.3005785613
41,1502,186181.86642753266
42,1503,237912.34622459186
43,1504,261933.10336443307
44,1505,209197.10350105495
45,1506,195173.6261909559
46,1507,232377.86864475647
47,1508,198637.08419716553
48,1509,184894.97662414008
49,1510,128974.8298840854
50,1511,127689.99868823343
51,1512,144504.52868612227
52,1513,192157.0659919991
53,1514,156682.49393376271
54,1515,197629.505523306
55,1516,179923.23851845207
56,1517,156014.20583042403
57,1518,149755.57792134339
58,1519,208526.75679017566
59,1520,124003.09177839733
60,1521,127522.4120105136
61,1522,181263.9319402106
62,1523,101991.31616365333
63,1524,119589.97593177535
64,1525,114450.65114836744
65,1526,115344.44676287318
66,1527,82327.8126445275
67,1528,161376.97951745833
68,1529,125790.68300740878
69,1530,170929.4201474882
70,1531,130313.46469830335
71,1532,112439.61101572958
72,1533,135398.98586334527
73,1534,162885.25961693676
74,1535,151375.582472635
75,1536,129701.0388208713
76,1537,8082.797199564899
77,1538,246179.9556587698
78,1539,285395.2382452083
79,1540,186177.74921245148
80,1541,175119.08709048378
81,1542,150202.47572859624
82,1543,241373.74562326088
83,1544,70038.12294507385
84,1545,156237.65473405045
85,1546,159812.83719207332
86,1547,141320.38180944565
87,1548,172102.52689152697
88,1549,118249.28251001675
89,1550,145956.94655969407
90,1551,152662.47227602758
91,1552,136905.20735528303
92,1553,180146.68742207848
93,1554,166963.20210811912
94,1555,153721.7959607125
95,1556,128527.93207683254
96,1557,137912.7860291426
97,1558,144339.00061594305
98,1559,132547.95373456765
99,1560,154001.10709024555
100,1561,129643.11798742405
101,1562,109981.67307583886
102,1563,108417.53075045385
103,1564,136851.40373691704
104,1565,140594.17287265975
105,1566,208694.3434678955
106,1567,69535.36291191439
107,1568,203664.68452876023
108,1569,84392.65639553135
109,1570,152997.64563146723
110,1571,112828.58798953518
111,1572,125623.09632968894
112,1573,210090.89911556072
113,1574,132661.7367939215
114,1575,205901.23217256516
115,1576,193665.34609147746
116,1577,194114.30250627096
117,1578,173722.5314428186
118,1579,114059.61556702119
119,1580,220369.54868237648
120,1581,117467.21134732425
121,1582,109087.87746133312
122,1583,269195.1927322921
123,1584,243049.6124004591
124,1585,140372.78257657393
125,1586,30206.29726612207
126,1587,115567.8956664996
127,1588,126963.78975144753
128,1589,89869.21314191952
129,1590,154226.61460141258
130,1591,80931.2569968623
131,1592,132550.01234210827
132,1593,140819.68038382678
133,1594,175338.41877902896
134,1595,153219.03592755305
135,1596,245004.79030719036
136,1597,181764.6333658295
137,1598,218135.05964611217
138,1599,216461.25147645458
139,1600,225231.62094379196
140,1601,-8228.972765164493
141,1602,154841.09908638528
142,1603,80484.35918960944
143,1604,250648.9337312984
144,1605,265731.7347260824
145,1606,164784.5752977614
146,1607,207407.45366450291
147,1608,201041.2185186903
148,1609,193667.40469901808
149,1610,140817.6217762862
150,1611,130762.42111309685
151,1612,140035.5506135937
152,1613,135231.39918562543
153,1614,112942.37104888904
154,1615,88305.07081653451
155,1616,88305.07081653451
156,1617,88305.07081653451
157,1618,108976.15300951991
158,1619,106685.801747349
159,1620,196009.50097201442
160,1621,131321.0433721629
161,1622,142772.79968301745
162,1623,259419.30319863572
163,1624,193386.03496194448
164,1625,142272.09825739858
165,1626,173108.04695784595
166,1627,182828.0742655956
167,1628,286233.17163380736
168,1629,216794.36622435358
169,1630,299584.2436254865
170,1631,241264.0797789883
171,1632,255564.80961107984
172,1633,203052.25865132813
173,1634,184392.21659098062
174,1635,177688.74948218776
175,1636,159477.6638366337
176,1637,168190.11247052383
177,1638,240368.22555694196
178,1639,186347.39449771188
179,1640,275170.3922967585
180,1641,188358.43463034977
181,1642,231095.09605644512
182,1643,263385.5212380049
183,1644,259866.2010058886
184,1645,150705.2357617557
185,1646,155343.85911954474
186,1647,192494.29795497932
187,1648,126069.9941369418
188,1649,118807.90476908284
189,1650,75568.483309828
190,1651,75568.483309828
191,1652,148137.63197759236
192,1653,148137.63197759236
193,1654,179476.34071119918
194,1655,184785.3107798675
195,1656,174337.01592779128
196,1657,179476.34071119918
197,1658,174337.01592779128
198,1659,172551.48330632047
199,1660,122718.26058254536
200,1661,346398.84754276427
201,1662,341818.1450184224
202,1663,304390.45366099547
203,1664,373773.3968445426
204,1665,288525.58150351886
205,1666,258246.19645459697
206,1667,299472.51917367335
207,1668,288916.6170848651
208,1669,277073.8251926644
209,1670,292547.66176879464
210,1671,224168.1800440258
211,1672,328522.9352526498
212,1673,292769.0520648804
213,1674,248414.4446950341
214,1675,168862.51778894375
215,1676,165957.68204180014
216,1677,201711.5652295696
217,1678,363606.47172954003
218,1679,281596.6068835589
219,1680,296793.19093769684
220,1681,272884.1582496688
221,1682,254335.84064113445
222,1683,204337.08984718015
223,1684,207186.06336841712
224,1685,176236.33160861596
225,1686,194002.57805445776
226,1687,202605.3608440753
227,1688,216906.0906761668
228,1689,214895.05054352895
229,1690,209029.51682333517
230,1691,200817.76961506382
231,1692,270647.61060586385
232,1693,202605.3608440753
233,1694,177577.0250303745
234,1695,205733.64549484532
235,1696,255004.12874447313
236,1697,205733.64549484532
237,1698,308801.5109000768
238,1699,273943.4819343537
239,1700,240982.71004191463
240,1701,283384.19811257033
241,1702,253442.04502662874
242,1703,251319.28044217764
243,1704,253777.21838206841
244,1705,238694.41738728437
245,1706,330645.6998371009
246,1707,206068.81885028494
247,1708,204169.5031694603
248,1709,277017.9629667577
249,1710,239588.21300179008
250,1711,258972.4053913829
251,1712,261262.75665355378
252,1713,218693.68190517827
253,1714,212604.69928135801
254,1715,218190.9218720188
255,1716,193890.8536026445
256,1717,189589.46220783572
257,1718,157690.07260762225
258,1719,227073.0157911694
259,1720,243163.39545981298
260,1721,188081.18210835734
261,1722,122383.08722710572
262,1723,122383.08722710572
263,1724,206850.89001297744
264,1725,244390.3058222177
265,1726,189643.26582620174
266,1727,167410.09991537195
267,1728,211878.49034457214
268,1729,171208.73127702126
269,1730,198134.32416400607
